"GeneName"	"padj"	"pvalue"	"lfcSE"	"stat"	"log2FoldChange"	"baseMean"
"RNF43"	4.31728411960156e-217	1.22589840124109e-219	0.0579838991104056	-31.6348356843158	-1.83431112069362	2253.98725521579
"GJA1"	3.5268782816786e-216	1.02072052055352e-218	0.0450146106627181	31.567835226414	1.42101381218187	8974.11784661485
"CCN2"	8.99130220505686e-214	2.65128771404505e-216	0.0622042160509921	31.3914000031257	1.95267742793755	2343.36234106645
"AMIGO2"	6.53595416331009e-212	1.96296335380361e-214	0.0393841813685293	31.2541130474953	1.23091765677507	33928.2304940225
"FCGBP"	1.54670564311827e-210	4.72972839046706e-213	0.0658912685875488	-31.1522407445907	-2.05266066200581	3465.53332701163
"NKD1"	1.73813278922186e-209	5.41001305005439e-212	0.0951311194175058	31.0739953203918	2.95610395960321	1031.26371807627
"FGF2"	1.95925368565324e-209	6.20524839009928e-212	0.0526125523545296	31.0695861013382	1.63465022539022	8954.04496573025
"TRIM9"	1.96553566852235e-207	6.33247444126132e-210	0.0638779578923468	30.9205085410896	1.97513894259767	1863.64343199425
"PCDH10"	1.16319527111749e-203	3.81104768563585e-206	0.16304770960399	30.6380654733063	4.99546640211967	577.888898047854
"PABPC4L"	2.26262085745827e-202	7.53671557390674e-205	0.125342196650422	30.5406037887087	3.82802636590696	611.356311489724
"FSTL1"	3.16385502515746e-201	1.07114624343233e-203	0.0522730908339817	30.4536687891607	1.59190739484379	4155.40195909212
"MUC5B"	2.28258931397337e-199	7.85251606947645e-202	0.0511575598691973	-30.3124700041963	-1.55071199902292	20169.2245737173
"CCN1"	1.8242894650758e-196	6.37549968682636e-199	0.0596000696301202	30.0908908412742	1.79341918937229	2964.07950763787
"SPDL1"	3.03488929588158e-195	1.07720091864961e-197	0.0528059809675363	29.9968966338692	1.58401555273325	6353.50236995103
"NAV1"	2.91967086567838e-193	1.05224855094618e-195	0.0608461768541287	29.8439364399779	1.81588943465027	2864.62972327072
"LRRC8C"	3.21285741951475e-192	1.17545703657232e-194	0.0676096131000219	29.7630531413537	2.01226850756231	1667.09756192686
"ELK3"	6.76272895671484e-191	2.51114273497848e-193	0.050630595752559	29.6601232859959	1.50170971206432	5165.16404680714
"TPM1"	1.60645234431081e-189	6.05281558223372e-192	0.0429216106707821	29.5527563587122	1.26845190267713	18728.8303903761
"COL5A1"	2.23526573592719e-189	8.54412720553178e-192	0.0543828679892625	29.54110279214	1.60652989340218	3870.84887893757
"CHST3"	2.41869362069818e-188	9.50941629936487e-191	0.0498582543107106	29.4595150336194	1.4687999924164	4020.37138131004
"SHISAL1"	2.41869362069818e-188	9.48568091777786e-191	0.115619988354587	29.4595997680115	3.40611858210827	643.769668196499
"LMCD1"	1.68234704352651e-187	6.70623787350161e-190	0.0507572675515482	29.3932107924692	1.49191906439241	3248.28613110742
"CTPS1"	1.33206238686503e-185	5.38265803680513e-188	0.0432791040061194	29.2438092593717	1.26564586247146	7410.27780303205
"NUAK1"	1.64205348561193e-184	6.72495011308331e-187	0.0602437854809565	29.1574317759388	1.75655406508528	3129.39082570785
"FRMD8"	8.22001276217147e-182	3.41135242682811e-184	0.0579506473751521	28.9432627496418	1.67728081349087	3181.72717279633
"BMPR2"	7.70859786545976e-180	3.24120589548627e-182	0.0570145958778191	28.7856793871118	1.64120387732465	5552.43998458259
"TGM2"	1.84927362274147e-178	7.87655450083735e-181	0.0464921121946533	28.6747620753933	1.33315025556418	39890.5317659747
"ADAMTS15"	6.89072627291608e-177	2.97257344815361e-179	0.100569750172035	28.5480192451605	2.87106716339225	703.188394492237
"FSTL3"	5.47735808715522e-175	2.39277369613071e-177	0.0486478637056862	28.3940803569725	1.3813113512543	8558.33376978737
"TANC2"	5.82031622067461e-175	2.57437674807319e-177	0.0629602080728659	28.3915070342769	1.78753519038031	5837.28330755121
"CMTM3"	1.14471863174906e-174	5.12569911010881e-177	0.0518599326269995	28.3672708688991	1.47112475607295	2881.94958328676
"ITGA2"	4.40795443913079e-174	1.99781695215342e-176	0.0553398441853198	28.3193341078157	1.56718753695853	7241.55715827777
"MT2A"	2.97016193580513e-173	1.36238520508727e-175	0.0662071126721813	28.2515474160789	1.87045338293981	7247.41822971718
"PDLIM7"	3.61599108259949e-173	1.67836641741362e-175	0.057838213482902	28.244172573061	1.63359248292863	3024.01808811379
"CAPRIN2"	5.11655606552421e-170	2.40279485412047e-172	0.0576462905997797	27.9860405735457	1.61329142763984	2059.2991911523
"TNFRSF12A"	1.22781511471283e-167	5.83301015562803e-170	0.0670986037175782	27.7893575811424	1.86462709190315	6292.06854945927
"TFPI2"	5.76137774055278e-167	2.76853186899276e-169	0.0413082156584193	27.7333316152053	1.14561444328736	11866.1127030554
"SMTN"	3.86939729221742e-165	1.88050215151723e-167	0.061010987480204	27.5810058817823	1.68274440454485	2484.42995448031
"TCIM"	6.59912464174437e-164	3.24316724598369e-166	0.0615448988360246	27.4777032772869	1.69111246844692	4072.20956362722
"B4GALT1"	1.18996040798684e-162	5.91308890552078e-165	0.0387800728222467	27.3719831351316	1.06148749926971	32673.340197474
"EDIL3"	2.53346097784792e-162	1.27274837526352e-164	0.153528130702841	27.3439995300483	4.19807313378768	444.830760119868
"ETS2"	1.5255767204588e-160	7.74742723762729e-163	0.0438580040135805	27.1935246468741	1.19265371310601	7947.17935960255
"PDK4"	1.05195209264205e-159	5.39963395993843e-162	0.0540545304264807	-27.1221296263208	-1.46607398111691	6116.89290728
"PPP1R13L"	8.11287625317037e-159	4.20861270163919e-161	0.0751115074774405	27.0464178251025	2.03149721470817	1243.85439611881
"ATOSB"	1.20257835203373e-157	6.30412940508045e-160	0.0618297504852638	26.9462947486025	1.66608268080847	2131.94905357763
"NPTXR"	1.84240424236584e-157	9.75881677002604e-160	0.0532053343887686	26.9300959428235	1.43282475975955	2508.63987541489
"ANXA10"	3.30429998198776e-157	1.76825969658058e-159	0.0811607643364109	26.9080449265998	2.18387749304133	963.816819941792
"ARHGEF40"	8.22460901140074e-156	4.44622012848072e-158	0.0602080565456641	26.7881037927847	1.6128596679071	2896.2001743341
"IER3"	3.96522387138746e-155	2.16525084442061e-157	0.055316157764149	26.7290249409153	1.47854696051355	5815.50468470953
"MUC13"	4.95434136235088e-155	2.73242220060852e-157	0.0569237632387346	-26.7203315580125	-1.52102182726879	2577.16882094644
"CLDN4"	7.20835472979616e-154	4.01491936023158e-156	0.0872361002416381	26.6197072787769	2.32219945257445	1289.8907537562
"FAM83G"	3.76654835087123e-153	2.11846491639675e-155	0.0540156569517539	26.5572397310464	1.43450675089769	3797.63747677959
"PCED1B"	2.51145887039859e-151	1.42626397925765e-153	0.0438427494879217	26.3984822699096	1.15738204502099	7227.27276865831
"NXPH4"	2.65205160773917e-150	1.52058875559773e-152	0.107141422007176	26.3088084789961	2.81876315175409	657.213150988443
"RND1"	8.48289753548966e-150	4.91010287097638e-152	0.0610139965225952	26.2642796820191	1.60248866918718	3384.28526320873
"SKIL"	3.30168023615869e-146	1.9291202166165e-148	0.0654659637168789	25.9477233953533	1.69869271833581	6322.97018002179
"DLC1"	1.24483133490229e-143	7.34133043026522e-146	0.0766905035618886	25.7180641682439	1.97233129169959	1086.47339370526
"SEMA4G"	7.64249031859731e-143	4.54885297180749e-145	0.0576346912619223	-25.6471528603246	-1.47816573685213	2308.64640915548
"NRG1"	8.81310833263881e-142	5.29373623431589e-144	0.0459104259319694	25.5514273071636	1.17307691084164	7990.86952057315
"RASGRP1"	1.09475862945385e-141	6.63562539558659e-144	0.126094774545284	25.5425971532818	3.22078802934409	425.364230084614
"KDM6B"	1.52254488647072e-141	9.31169263827448e-144	0.0697588066933376	25.5293491465458	1.78089693212061	1531.13037433972
"SKI"	1.830960111458e-140	1.13978841645941e-142	0.0615989343257486	25.4311986435149	1.56653473506694	3092.24915013178
"COL4A2"	2.87545826751466e-140	1.80569923422806e-142	0.0480606202177202	25.4131279305271	1.2213706900134	7413.25448214842
"RHBDL3"	3.17240286310809e-137	2.00949452367465e-139	0.0929249515265061	25.1360209632386	2.33576352957819	731.789679141794
"KCTD11"	1.8527071622501e-136	1.18367683057534e-138	0.0843225234767412	25.0654841881825	2.1135848789139	793.369439166392
"TMC7"	5.03586145538572e-136	3.24486240231264e-138	0.0782587007959849	25.0252832729387	1.95844615599167	1075.64427422099
"STK38L"	6.8263898191315e-136	4.43586735366488e-138	0.0620793610362613	25.0128066529532	1.55277905473888	1892.16561294347
"KLF7"	1.03904911865499e-135	6.80860013316214e-138	0.0670146668001929	24.9956983100358	1.67507839368519	2448.18094440792
"HMOX1"	2.36011551167388e-135	1.55940576045726e-137	0.0545947612123877	24.962575405158	1.36282584349083	19287.6858533261
"RHOU"	2.71066874697192e-135	1.80582966816237e-137	0.074597631515844	24.9567066937151	1.86171120978675	1051.63784951185
"ZYX"	4.35552479706268e-134	2.92540572292202e-136	0.0579508324073771	24.8450428196503	1.43979091259566	5471.41665875777
"INHBB"	4.45663496680967e-134	3.01765268325451e-136	0.0594488643361871	-24.8437952140265	-1.47693541127468	2043.50682684696
"VDR"	5.51321122976673e-133	3.76318136690243e-135	0.0782438377719216	24.7421824023933	1.93592330601616	954.897997954353
"AGR2"	4.01682844693141e-132	2.76372186049996e-134	0.044933474954141	-24.6615955741502	-1.10813118706023	23212.1455610384
"IRAK2"	4.99347049738863e-132	3.46295392982229e-134	0.0688531946649696	24.6524633091447	1.69740085519556	1460.82598252056
"KRT80"	3.79867527678951e-131	2.65511077064958e-133	0.0457249965707939	24.5698339636389	1.12345557373237	6443.00259640969
"TP53I3"	5.57192025959725e-131	3.92495884610957e-133	0.0466491744571462	24.5539465550662	1.14542133645873	6430.09207218524
"RET"	6.73495307342509e-131	4.78099655733775e-133	0.127174178074979	24.545923421384	3.12160763620588	430.12480081799
"SLC7A1"	1.30834629342155e-130	9.35910907214676e-133	0.0531987290902593	24.518588368401	1.30435774028615	4884.15435085957
"CDKN1A"	4.09197962405053e-130	2.94949658916983e-132	0.0457593051349142	24.4718050774024	1.119812795739	13364.8178491057
"CDC42SE1"	8.33490469211418e-130	6.05330816387913e-132	0.0505159507445259	24.4424568103854	1.23473394430863	4579.02569940388
"ACAP1"	5.52393810741713e-129	4.0419795030519e-131	0.0819466314523516	24.3647821687862	1.99661182480235	860.32637607581
"AQP3"	2.1788359375727e-128	1.60619697249121e-130	0.0601871507797654	-24.3081839359556	-1.46304033173563	1951.14064427546
"PREX1"	4.51018705087686e-128	3.34945360628653e-130	0.060583738281082	24.2779823789619	1.47085093043975	1933.22809669709
"S1PR5"	4.19031853403592e-126	3.13478752341463e-128	0.144873267610589	24.0906206172218	3.49008692758393	375.655116535244
"SMURF2"	5.63808138302761e-126	4.24864976168738e-128	0.0552210515936237	24.0780182946145	1.32961349051913	2570.99492833332
"DCBLD1"	5.77255257866856e-123	4.38150389578403e-125	0.0474297969025545	23.7886101731654	1.12828894910728	4825.64752272765
"EFR3B"	6.93049182279811e-123	5.29825181669708e-125	0.0683569327357247	23.7806364992975	1.6255713695952	1724.45466677064
"PTPRE"	4.1599267923887e-122	3.20291420153337e-124	0.122931487974892	23.7049885820298	2.91408951881676	479.459645754086
"DAAM1"	1.80507758050694e-121	1.39966699302127e-123	0.0840890539773741	23.642804439759	1.9881010587114	906.753708741401
"SOX4"	4.84766281059364e-120	3.78537531761531e-122	0.0564050859238979	23.5031703166729	1.32569834119594	5384.75432989338
"OLFM2"	5.23828414947525e-120	4.11900244375272e-122	0.106583250867576	23.4995827029901	2.50466191851613	568.820157915961
"ANKRD30A"	1.53452903401296e-119	1.21502053149063e-121	0.128024580777027	23.4535886656233	3.00263585663326	393.709989786858
"PRRX2"	6.28021928966921e-119	5.0068913683815e-121	0.149484183200723	23.3932436122481	3.49691991379245	387.419537338124
"FHOD3"	1.0935816952875e-117	8.83798890965708e-120	0.0862721112066196	23.2704249632625	2.00758869025588	1013.29104566153
"NKILA"	1.27438553204597e-117	1.03687786968192e-119	0.108088133633803	23.2635720623281	2.51451608587252	525.806751580275
"DNMBP"	1.9016874041775e-117	1.56803799503524e-119	0.0573494743779395	23.2458186425903	1.33313548063746	4342.49460318001
"HNF4A"	1.72047798504706e-116	1.42801645676379e-118	0.0505096001850323	23.1507700949176	1.16933614146989	3026.22761403898
"TIPARP"	5.701837125636e-116	4.7637256605816e-118	0.0609842320643231	23.0987694341523	1.40866071557264	2376.01877788074
"SMURF1"	1.05058479930138e-113	8.83471081157714e-116	0.0492967003099559	22.8719730785437	1.12751280235035	3517.95806310871
"CITED4"	3.06912206407273e-113	2.59768426763105e-115	0.0870745244767066	22.8248598382678	1.98746381666465	1748.86881657728
"CYP26B1"	1.31955852668555e-111	1.13127662692968e-113	0.0815953708532619	22.6592352759217	1.84888870559014	780.502660582543
"LGR4"	1.15376342961472e-110	9.95438332764293e-113	0.0475626183974667	-22.5632459620351	-1.07316705750046	14083.2472515184
"FAM177A1"	1.63961391084411e-110	1.42357129811726e-112	0.0487926638023319	22.5474163679428	1.10014850645223	3914.67362675892
"SPHK1"	8.13208436788703e-110	7.10497187168637e-112	0.105815855536631	22.4761437967803	2.37833238502064	649.336295484592
"PHLDA1"	2.58169321317666e-109	2.26971335838717e-111	0.0507408322379465	22.4245118983303	1.13783839625102	4468.08933205844
"CEP170"	8.80126732795949e-109	7.7857549671241e-111	0.0625904226265027	22.3695850406551	1.4001217816741	3232.05641724517
"SOX8"	9.66171216358266e-108	8.5996782758913e-110	0.150331285166136	22.2621628741035	3.34669955544181	332.075856517935
"CCL2"	2.84746725282088e-107	2.55001708874911e-109	0.0804242902193702	22.2133821095624	1.78649548953321	1080.60504436932
"COL11A1"	1.54673986958859e-106	1.39361152450237e-108	0.0615720225508648	22.1369474736686	1.36301662905603	1899.55500836607
"ADGRG1"	2.81628191371658e-106	2.55284659901137e-108	0.0508455793173397	22.109642263463	1.12417756938492	12193.3463743235
"EPHA7"	1.11777152147964e-104	1.01931875764266e-106	0.156796034429548	21.9425886478106	3.44051088509552	309.454055177392
"PEA15"	1.41855154396226e-104	1.3013523692768e-106	0.0520327548409701	21.9314766148468	1.14115514600079	5151.63616978956
"ACKR3"	1.57773081283553e-104	1.45599578097092e-106	0.0831741567638117	21.9263667428075	1.8237070647271	807.313788816686
"HNF1B"	1.7080853239689e-104	1.58561953298046e-106	0.0523836357743478	21.9224848248789	1.14837946033512	2853.54187034509
"NKX3-1"	6.68488552336105e-104	6.24209809695156e-106	0.0802947218443719	21.8600169744311	1.75524398247519	867.782365196224
"ABLIM3"	5.65398041593469e-103	5.31035128892462e-105	0.0876410374065036	21.7620640858263	1.90724987258863	756.670693416846
"RNF182"	9.63006733085029e-103	9.09737152971714e-105	0.0943887174159007	21.7373650633698	2.05176200833268	748.56222921256
"EVA1A"	2.60210430298483e-102	2.47237562780189e-104	0.0906840393151416	21.6914198664094	1.96706557196672	875.426150452106
"VAV3"	1.28095597536852e-101	1.22408832899848e-103	0.0879218882836348	-21.6177073533408	-1.90066965086874	693.622842116216
"PPP1R14C"	4.12181014413977e-101	3.96133121481243e-103	0.212878000448703	21.563429926137	4.59037984549176	263.603588013032
"ITPRIP"	7.51193823666407e-101	7.26048745639459e-103	0.0575093172748736	21.5353748332184	1.23848470391689	2461.32322413075
"TM4SF20"	1.4320773575441e-100	1.3919607363231e-102	0.0543587928637968	-21.5051960917792	-1.16899649984836	3695.14141093671
"MYOCD"	2.82228249795717e-100	2.75863357797375e-102	0.14667739836882	21.4734337761689	3.1496674003336	330.776230260138
"SLC2A3"	4.99484979243279e-100	4.90947940063289e-102	0.0498439347232575	21.4466309818649	1.06898447469386	3068.0049710086
"DPYSL3"	6.48769153766801e-100	6.4122326670557e-102	0.0686459705376349	21.4342029375352	1.47137166334773	1682.80436061209
"SIM2"	2.24055547439144e-99	2.22673017167718e-101	0.0742510753043045	21.3761696972654	1.58720358590925	1098.60264795874
"NEK7"	6.89675891667592e-99	6.8918630576732e-101	0.0523250043408516	21.3233660927639	1.11574522336544	3283.71706342937
"ST8SIA4"	4.09589420803422e-98	4.11535266902363e-100	0.0721456854407879	-21.2395820270442	-1.53234420381695	1040.41024790272
"SPDEF"	7.06970408231592e-98	7.14189513039068e-100	0.0675905595056791	-21.2136693720053	-1.43384378202233	1492.02770344023
"LDLRAD4"	1.07352083166271e-97	1.09034497181928e-99	0.140349242151693	21.1937593600859	2.97452806453341	360.865637433249
"ZFP36L1"	2.2666229218687e-96	2.31452239605442e-98	0.0521151207140452	21.049428811074	1.09699352345082	8933.31538601327
"SDC4"	5.72012139640093e-96	5.87223733153157e-98	0.0518748612905816	21.0052510509507	1.08964448464191	3366.10576153614
"ELF4"	7.18516285705607e-96	7.4154741439611e-98	0.0489119001391995	20.9941648180117	1.02686449308448	3269.50466273426
"CREB3L2"	8.44699469590231e-96	8.76387807689313e-98	0.050741971963035	20.9862233502868	1.06488235685025	5119.67312569877
"ERBB3"	1.40439171613527e-95	1.4647453600275e-97	0.0875445492786379	-20.9617898550662	-1.83509044493529	740.210282625072
"STAMBPL1"	2.36327199612165e-94	2.50354812017474e-96	0.0624672214642066	20.826241253845	1.30095742467093	1795.4694256053
"PRR5L"	2.68687231339654e-94	2.86102823738506e-96	0.119049310733167	20.8198461084509	2.4785883287817	418.8275519253
"BAAT"	3.3048731004165e-94	3.53713278917509e-96	0.0651436078634653	-20.8096778880282	-1.35561749610273	1894.26379136095
"EGFR"	1.54439211703953e-93	1.6613621310369e-95	0.0499746445901873	20.7353804289135	1.03624326737728	12301.7753922657
"FERMT2"	4.13784219690246e-93	4.47383145845403e-95	0.0556123006807428	20.6876623485029	1.15048849890663	3282.3854311888
"P2RY2"	5.13693051640979e-93	5.61014636204859e-95	0.0779106834376533	20.6767444513805	1.61093929147276	1254.52498033661
"LOC100294145"	5.17956868276077e-93	5.68499593313446e-95	0.0614884041839223	-20.6761049396244	-1.27134069747682	2247.62191461688
"PPP1R3B"	3.10297342044418e-91	3.42270862736703e-93	0.0708913713553666	20.4774264106385	1.45167284007877	1089.04518715348
"HTR1D"	3.96291926796065e-91	4.39290455630433e-93	0.0636101644387115	20.4652646736335	1.30179885117158	1670.41902887705
"MYADM"	4.58555681331258e-91	5.10813951791495e-93	0.0514025853804926	20.4579100694966	1.05158946905374	7757.74703215888
"IER2"	1.09091230554909e-90	1.22119271903874e-92	0.0544776623377905	20.4153636442461	1.11218128711444	3987.73941102295
"CHRNA9"	2.77761514337033e-90	3.13966217811204e-92	0.185681218269134	20.3691680614736	3.78217194078314	242.358624064221
"C9orf152"	3.28976368429588e-90	3.7365305866518e-92	0.2040831173379	-20.3606423321418	-4.15526335814551	251.500646811166
"MAP1B"	5.17138650708107e-90	5.90192639097878e-92	0.0513138255637699	20.3382326077887	1.04363252031145	24311.3381090335
"TLR4"	2.39843580234601e-89	2.76344648225309e-91	0.14439469419929	20.2623684237518	2.92577849230099	296.422601251934
"LHX8"	2.70849840683349e-89	3.13548660650194e-91	0.127269196601424	20.2561490332539	2.57798381370095	394.804786096801
"MRC2"	7.73670619954052e-89	8.99862622455158e-91	0.0519469125767528	20.2041607950744	1.04954377450839	3424.99110677471
"VAV2"	1.75020512400793e-87	2.05479223317701e-89	0.0518032999608744	20.0491121913102	1.03861017279567	2774.15602277995
"YPEL2"	5.29666153867936e-87	6.24735921124196e-89	0.0846138508094144	19.9937099726178	1.69174479274978	1177.78365419673
"PDGFB"	6.18517010774e-87	7.32912091617747e-89	0.189600938361615	19.9857408765594	3.78931522404773	1195.77777692535
"FOXP1"	8.36525462902623e-87	9.95809266164865e-89	0.0660650414858616	19.970435725014	1.31934766466378	1680.83382806164
"FHL2"	1.75437476141977e-86	2.10758721952902e-88	0.0611547262788854	19.9329514932221	1.2189941924983	1613.95832171239
"TRNT"	3.33698036237404e-86	4.02704450436664e-88	0.076641934412101	-19.9005230469489	-1.52521458213076	1240.85465355593
"LINC00473"	4.18433006351295e-86	5.07246914268484e-88	0.0875599122911433	-19.8889513318	-1.74147483417522	795.557642809042
"F2R"	8.95623581746905e-86	1.0906135462762e-87	0.0636329377218319	19.8505223659943	1.26314705346115	3186.40635477914
"UACA"	1.167664013055e-85	1.42825718846895e-87	0.0538358862099495	19.8369647057297	1.06794057464845	5159.18224446893
"MAFK"	5.61377129121595e-85	6.89727811130666e-87	0.0713588634764555	19.757626365944	1.40988176246621	2927.05228868949
"PHC2"	5.91463848433978e-85	7.29923167946699e-87	0.0556126136576203	19.7547665940551	1.09861420249165	3872.2113594816
"MOB3B"	2.83755446228802e-84	3.51730935914039e-86	0.0893156030036542	19.6752079645444	1.75730306357558	697.543436811435
"RASGRF2"	7.88256342436122e-84	9.90001412986994e-86	0.0999647882125278	19.6226768897412	1.96157673944584	523.95154998368
"HAPLN3"	1.17736297769437e-83	1.49155360031177e-85	0.107962601274008	19.6018322801545	2.11626480270231	587.863159793078
"SEMA7A"	1.5285891909923e-83	1.94485492000877e-85	0.217319007911074	19.5883246369864	4.25691527674993	208.106647137534
"HBEGF"	2.88295741594048e-83	3.68378766630302e-85	0.112763387299076	19.5557731391855	2.20517522042684	483.772237717153
"KCNK5"	2.09387110911482e-82	2.69837591738708e-84	0.0988663955039457	-19.4539472243496	-1.92334164039543	620.981292010289
"RDH10"	3.22766975193052e-82	4.17712953206757e-84	0.0572111525056069	-19.43153128235	-1.111700299612	2135.83328687868
"SLC25A37"	4.27777183975466e-82	5.5594916062994e-84	0.0530317968697864	19.4168521330789	1.02971055817212	4550.63820047803
"CXCL8"	1.34932677403857e-81	1.76098454101031e-83	0.0729319260260907	19.3575393691993	1.41178262932158	1010.91337534135
"IQGAP2"	1.69850142223643e-81	2.22596156466304e-83	0.0585715401873575	-19.3454630361796	-1.13309356566663	2492.35552791439
"PTPRJ"	2.50335411728061e-81	3.29442659457558e-83	0.0560364627474561	19.3252408648362	1.08291813980801	4790.4461427075
"FHL3"	1.3957502446579e-80	1.84443597011528e-82	0.112346547941442	19.2361398147886	2.16111390391042	467.285271119326
"MLXIP"	2.57381442352864e-80	3.41526186270659e-82	0.0537681224563764	19.2041720050339	1.03257227203998	5644.74348193677
"GFPT2"	3.08253934857435e-80	4.10713482800274e-82	0.0595071074306539	19.1945896612045	1.14221450905661	2969.16454527835
